,統一編號,公司名稱,負責人,登記地址,資本額,營業項目及代碼表,縣市名稱,區域名稱,縣市區域,類別_全,官網,電話
29685,10090727,檳果檳榔店,張美津,桃園市平鎮區新貴里中豐路1段253號1樓,5000.0,"菸酒零售業,飲料零售業",桃園市,平鎮,桃園市平鎮,"菸酒零售業,飲料零售業",,
1425680,67795513,慶鴻茶莊,,新北市板橋區大觀路２段２２號１樓,,食品什貨、飲料零售業,新北市,板橋區,新北市板橋區,食品什貨、飲料零售業,,
1408377,53933184,東允餐飲股份有限公司,陳O德,臺北市大安區延吉街160巷9號1樓,63000000,"國際貿易業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料店業, 餐廳餐館",臺北市,大安區,臺北市大安區,"國際貿易業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料店業, 餐廳餐館",,
573186,83972199,揚茂冷氣行,李竹洲,新北市五股區成泰路３段５７７巷１１８號１樓,240000.0,,新北市,五股區,新北市五股區,"批發及零售業,批發業,家用器具及用品批發業,家用電器批發業,家用空調器及其零件批發",,
1505832,84080077,騰逸企業有限公司,,,,,,,,經銷批發代工/工程研發整廠/建材經銷,"https://1208937417550.tw66.com.tw
",02-34962348
228006,87328354,尚達人水產行,張媁歆,基隆市安樂區基金一路208巷154弄1號1樓,100000.0,"農產品零售業,畜產品零售業,水產品零售業,飲料零售業",基隆市,安樂區,基隆市安樂區,"農產品零售業,畜產品零售業,水產品零售業,飲料零售業",,
1347088,28937009,安績有限公司,羅O貴,新北市新店區莒光路87巷22號,2000000,"室內裝潢, 室內輕鋼架工程業, 廚具、衛浴設備安裝工程業, 建材批發業, 玻璃安裝工程業, 門窗安裝工程業",新北市,新店區,新北市新店區,"室內裝潢, 室內輕鋼架工程業, 廚具、衛浴設備安裝工程業, 建材批發業, 玻璃安裝工程業, 門窗安裝工程業",,
216820,40918040,貝比商行,李俊德,嘉義縣水上鄉粗溪村粗溪65-6號,5000.0,"育樂用品零售業,其他餐飲業,無店面零售業",嘉義縣,水上鄉,嘉義縣水上鄉,"育樂用品零售業,其他餐飲業,無店面零售業",,
815504,28791546,萬泰禮儀有限公司,周猛男,新北市汐止區力行街12巷4號1樓,800000,"服飾品批發業,花卉零售業,服飾品零售業,祭祀用品零售業,殯葬禮儀服務業",新北市,汐止區,新北市汐止區,"服飾品批發業,花卉零售業,服飾品零售業,祭祀用品零售業,殯葬禮儀服務業",,
1388159,48875918,庄頭豆花,,臺北市松山區市民大道4段73號,,"飲料店業, 餐廳餐館, 餐館業",臺北市,松山區,臺北市松山區,"飲料店業, 餐廳餐館, 餐館業",,
901632,50847782,愛玩子有限公司,林萬福,新北市板橋區雙十路二段10號4樓,2000000.0,軟體出版業,新北市,板橋區,新北市板橋區,軟體出版業,,
780376,90467999,御山開發有限公司,饒洧瑄,苗栗縣頭份市忠孝里忠孝一路258號1樓,1000000,"不動產仲介經紀業,一般投資業,創業投資業,住宅及大樓開發租售業,工業廠房開發租售業,投資興建公共建設業,新社區開發業,區段徵收及市地重劃代辦業,不動產買賣業,不動產租賃業,老人住宅業,建材零售業,投資顧問業,管理顧問業,藝術品諮詢顧問業,室內設計業",苗栗縣,頭份市,苗栗縣頭份市,"不動產仲介經紀業,一般投資業,創業投資業,住宅及大樓開發租售業,工業廠房開發租售業,投資興建公共建設業,新社區開發業,區段徵收及市地重劃代辦業,不動產買賣業,不動產租賃業,老人住宅業,建材零售業,投資顧問業,管理顧問業,藝術品諮詢顧問業,室內設計業",,
1135171,85427126,起家厝雜貨舖,陳怡心,新北市板橋區華江一路206號17樓,,"五金零售業, 其他綜合零售, 化粧品零售業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業",新北市,板橋區,新北市板橋區,"五金零售業, 其他綜合零售, 化粧品零售業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業",,
1448843,80527202,康思股份有限公司,陳O慶,臺北市信義區松仁路107號11樓,25000000,"五金批發業, 五金零售業, 其他綜合零售, 化粧品零售業, 國際貿易業, 市場研究及民意調查業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 廚具、衛浴設備安裝工程業, 文教、樂器、育樂用品零售業, 日常用品批發業, 日常用品零售業, 瘦身美容業, 百貨公司業, 眼鏡零售業, 美容美髮服務, 資料處理服務, 資訊軟體服務, 超級市場業, 鐘錶零售業, 電器批發業, 電器零售業, 電子資訊供應服務業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",臺北市,信義區,臺北市信義區,"五金批發業, 五金零售業, 其他綜合零售, 化粧品零售業, 國際貿易業, 市場研究及民意調查業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 廚具、衛浴設備安裝工程業, 文教、樂器、育樂用品零售業, 日常用品批發業, 日常用品零售業, 瘦身美容業, 百貨公司業, 眼鏡零售業, 美容美髮服務, 資料處理服務, 資訊軟體服務, 超級市場業, 鐘錶零售業, 電器批發業, 電器零售業, 電子資訊供應服務業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",,
383164,90079581,富龍能源事業股份有限公司,廖O詠,雲林縣虎尾鎮下溪里大庄路73-8號1樓,12000000,"鋼材二次加工業,金屬結構及建築組件製造業,機械設備製造業,再生能源自用發電設備業,熱能供應業,電器承裝業,電器安裝業,自動控制設備工程業,機械安裝業,太陽熱能設備安裝工程業,其他工程業,五金批發業,電器批發業,電信器材批發業,其他批發業,國際貿易業,智慧財產權業,其他顧問服務業,能源技術服務業",雲林縣,虎尾鎮,雲林縣虎尾鎮,"鋼材二次加工業,金屬結構及建築組件製造業,機械設備製造業,再生能源自用發電設備業,熱能供應業,電器承裝業,電器安裝業,自動控制設備工程業,機械安裝業,太陽熱能設備安裝工程業,其他工程業,五金批發業,電器批發業,電信器材批發業,其他批發業,國際貿易業,智慧財產權業,其他顧問服務業,能源技術服務業",,
246435,39692451,順安堂藥房,邱秋菊,苗栗縣銅鑼鄉銅鑼村中正路112號,3000.0,中藥零售業,苗栗縣,銅鑼鄉,苗栗縣銅鑼鄉,中藥零售業,,
672004,97073302,禾洋科技檢驗有限公司,黃錦煒,臺中市清水區東山里神清路71之1號,25000000,"['其他機械製造業', '一般儀器製造業', '環境檢測服務業', '其他環境衛生及污染防治服務業', '公證業', '管理系統驗證業', '建材批發業', '石材製品製造業', '非破壞檢測業', '研究發展服務業']",臺中市,清水區,台中市清水區,"['其他機械製造業', '一般儀器製造業', '環境檢測服務業', '其他環境衛生及污染防治服務業', '公證業', '管理系統驗證業', '建材批發業', '石材製品製造業', '非破壞檢測業', '研究發展服務業']",,
330270,93380976,佳昇金屬有限公司,蘇O偉,新北市三重區三和路4段32巷27號2樓,3000000,"['建材批發業', '裝設品批發業', '五金批發業', '日常用品批發業', '建材零售業', '裝設品零售業', '五金零售業', '室內裝潢業', '門窗安裝工程業', '室內輕鋼架工程業', '玻璃安裝工程業']",新北市,三重區,新北市三重區,"['建材批發業', '裝設品批發業', '五金批發業', '日常用品批發業', '建材零售業', '裝設品零售業', '五金零售業', '室內裝潢業', '門窗安裝工程業', '室內輕鋼架工程業', '玻璃安裝工程業']",,
434354,54722617,三能生物科技有限公司,陳O能,新北市中和區中原里中山路2段366巷10號,5000000,"電子材料批發業,電子材料零售業,食品什貨批發業,飲料零售業,精密儀器批發業,精密儀器零售業,醫療器材批發業,醫療器材零售業,醫療器材製造業,國際貿易業,一般儀器製造業,電子零組件製造業,未分類其他食品製造業,生物技術服務業,特用作物栽培業,食用菌菇類栽培業,作物栽培服務業,印刷業",新北市,中和區,新北市中和區,"電子材料批發業,電子材料零售業,食品什貨批發業,飲料零售業,精密儀器批發業,精密儀器零售業,醫療器材批發業,醫療器材零售業,醫療器材製造業,國際貿易業,一般儀器製造業,電子零組件製造業,未分類其他食品製造業,生物技術服務業,特用作物栽培業,食用菌菇類栽培業,作物栽培服務業,印刷業",,
1500310,89669862,蘭亭多媒體事業有限公司,,臺北市松山區富錦街477號,2000000,,臺北市,松山區,,工商專業服務/金融工商/網頁多媒體eDM,"https://1208937426550.tw66.com.tw
",04-22305981
840980,83626959,貨達共享股份有限公司,吳O盈,新北市淡水區民權路27號（2樓）,10000000,"食品什貨批發業,日常用品批發業,飲料零售業,服飾品零售業,五金零售業,日常用品零售業,化粧品零售業,育樂用品零售業,無店面零售業,其他綜合零售業,國際貿易業,倉儲業,管理顧問業,其他顧問服務業",新北市,淡水區,新北市淡水區,"食品什貨批發業,日常用品批發業,飲料零售業,服飾品零售業,五金零售業,日常用品零售業,化粧品零售業,育樂用品零售業,無店面零售業,其他綜合零售業,國際貿易業,倉儲業,管理顧問業,其他顧問服務業",,
45969,85150704,食在早餐店,查勝傑,新北市板橋區民生路2段217號,,"餐廳餐館, 餐館業",新北市,板橋區,新北市板橋區,"餐廳餐館, 餐館業",,
1230102,89113013,沁沐國際企業有限公司,林O騰,基隆市中正區砂子里調和街1巷2號,180000,"五金零售業, 其他服務, 其他綜合零售, 化粧品零售業, 國際貿易業, 寵物食品及其用品零售業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 文教、樂器、育樂用品零售業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業",基隆市,中正區,基隆市中正區,"五金零售業, 其他服務, 其他綜合零售, 化粧品零售業, 國際貿易業, 寵物食品及其用品零售業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 文教、樂器、育樂用品零售業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業",,
495484,53507506,健捷實業有限公司,李O榮,臺南市永康區王行里王行路515號,7350000,"工業用塑膠製品製造業,化學原料批發業,國際貿易業,汽車及其零件製造業,機車及其零件製造業",臺南市,永康區,台南市永康區,"工業用塑膠製品製造業,化學原料批發業,國際貿易業,汽車及其零件製造業,機車及其零件製造業",,
891412,85411525,好客多茶飲專賣店,陳芝頤,新竹市東區新莊里光復路一段４４４號一樓,100000.0,"農產品零售業,飲料零售業,飲料店業",新竹市,東區,新竹市東區,"農產品零售業,飲料零售業,飲料店業",,
1087378,91814461,承銘機車行,郭金花,桃園市龜山區山德里山鶯路64號,50000.0,"機車零售業二,汽,機車修理業",桃園市,龜山區,桃園市龜山區,"機車零售業二,汽,機車修理業",,
668829,23633610,昜舟有限公司,吳O軒,臺北市北投區崇仁路1段80巷1號1樓,5000000,"['塗料批發業', '機車零件配備零售業', '自行車及其零件零售業', '國際貿易業']",臺北市,北投區,台北市北投區,"['塗料批發業', '機車零件配備零售業', '自行車及其零件零售業', '國際貿易業']",,
1412770,54150526,寬泓國際有限公司,謝O靜,新北市中和區大勇街92號13樓,1000000,"化粧品零售業, 國際貿易業, 無店面零售業, 食品什貨批發業",新北市,中和區,新北市中和區,"化粧品零售業, 國際貿易業, 無店面零售業, 食品什貨批發業",,
379287,82558601,宸恩企業社,饒啓政,苗栗縣後龍鎮校椅里槺榔二街249號1樓,50000.0,汽車修理業,苗栗縣,後龍鎮,苗栗縣後龍鎮,汽車修理業,,
872220,82270298,亞月燒臘食堂,王儀鳳,桃園市中壢區復興里長樂街73號(1樓),100000.0,餐館業,桃園市,中壢區,桃園市中壢區,餐館業,,
429796,90274389,鉅翔科技有限公司,黃正坤,苗栗縣苑裡鎮西勢里南苑三巷29號1樓,500000,"五金批發業,育樂用品批發業,自行車及其零件批發業,表面處理業",苗栗縣,苑裡鎮,苗栗縣苑裡鎮,"五金批發業,育樂用品批發業,自行車及其零件批發業,表面處理業",,
377865,64804763,永昇水電行,郭文生,花蓮縣吉安鄉福興村福興一街１５號,200000.0,"水器材料批發業,照明設備安裝工程業,電焊工程業,鑽孔工程業,電信工程業,電信管制射頻器材裝設工程業,人力派遣業,衛浴設備安裝工程業,機械安裝業,電器承裝業,燃料導管安裝工程業,配管工程業,電器安裝業,電纜安裝工程業,電梯安裝工程業,消防安全設備安裝工程業,自動控制設備工程業,交通號誌安裝工程業",花蓮縣,吉安鄉,花蓮縣花蓮市,"水器材料批發業,照明設備安裝工程業,電焊工程業,鑽孔工程業,電信工程業,電信管制射頻器材裝設工程業,人力派遣業,衛浴設備安裝工程業,機械安裝業,電器承裝業,燃料導管安裝工程業,配管工程業,電器安裝業,電纜安裝工程業,電梯安裝工程業,消防安全設備安裝工程業,自動控制設備工程業,交通號誌安裝工程業",,
249742,50544274,現代藥局,林茂松,苗栗縣頭份市忠孝里三鄰信東路87號,8000.0,一、西藥批發零售業務,苗栗縣,頭份市,苗栗縣頭份市,一、西藥批發零售業務,,
954892,87378001,鋒展水電工程行,游長恩,宜蘭縣冬山鄉補城村協松路568號一樓,,"室內裝潢, 室內裝潢業, 建材零售業, 電器零售業",宜蘭縣,冬山鄉,宜蘭縣冬山鄉,"室內裝潢, 室內裝潢業, 建材零售業, 電器零售業",,
401984,65002207,弘佑有限公司,林O娟,雲林縣斗六市久安里久安路267號,10000000,"['五金批發業', '機械批發業', '電器批發業', '精密儀器批發業', '電腦及事務性機器設備批發業', '電信器材批發業', '交通標誌器材批發業', '電池批發業', '消防安全設備批發業', '資訊軟體批發業', '電子材料批發業', '回收物料批發業', '五金零售業', '電器零售業', '電腦及事務性機器設備零售業', '精密儀器零售業', '電信器材零售業', '機械器具零售業', '消防安全設備零售業', '資訊軟體零售業', '電子材料零售業', '無店面零售業', '國際貿易業', '智慧財產權業', '管理顧問業', '資訊軟體服務業', '資料處理服務業', '電子資訊供應服務業', '產品設計業', '室內設計業', '非破壞檢測業', '研究發展服務業', '能源技術服務業', '人力派遣業', '建築物清潔服務業', '廢棄物處理業', '環境檢測服務業', '資源回收業', '廢棄物清理業', '其他修理業', '租賃業', '仲介服務業', '電器承裝業', '電腦設備安裝業', '用電設備檢驗維護業', '簡易電信設備安裝業', '儀表安裝工程業', '靜電防護及消除工程業', '其他工程業']",雲林縣,斗六市,雲林縣斗六市,"['五金批發業', '機械批發業', '電器批發業', '精密儀器批發業', '電腦及事務性機器設備批發業', '電信器材批發業', '交通標誌器材批發業', '電池批發業', '消防安全設備批發業', '資訊軟體批發業', '電子材料批發業', '回收物料批發業', '五金零售業', '電器零售業', '電腦及事務性機器設備零售業', '精密儀器零售業', '電信器材零售業', '機械器具零售業', '消防安全設備零售業', '資訊軟體零售業', '電子材料零售業', '無店面零售業', '國際貿易業', '智慧財產權業', '管理顧問業', '資訊軟體服務業', '資料處理服務業', '電子資訊供應服務業', '產品設計業', '室內設計業', '非破壞檢測業', '研究發展服務業', '能源技術服務業', '人力派遣業', '建築物清潔服務業', '廢棄物處理業', '環境檢測服務業', '資源回收業', '廢棄物清理業', '其他修理業', '租賃業', '仲介服務業', '電器承裝業', '電腦設備安裝業', '用電設備檢驗維護業', '簡易電信設備安裝業', '儀表安裝工程業', '靜電防護及消除工程業', '其他工程業']",,
365695,53147144,威達國際紡織有限公司,蔡O昌,桃園市八德區瑞興里豐吉路311號,1000000,"服飾品批發業,裝設品批發業,五金批發業,日常用品批發業,建材批發業,機車批發業,機車零件配備批發業,自行車及其零件批發業,服飾品零售業,裝設品零售業,無店面零售業,國際貿易業",桃園市,八德區,桃園市八德區,"服飾品批發業,裝設品批發業,五金批發業,日常用品批發業,建材批發業,機車批發業,機車零件配備批發業,自行車及其零件批發業,服飾品零售業,裝設品零售業,無店面零售業,國際貿易業",,
717981,89574182,暐駿企業股份有限公司,李美雲,新北市新莊區建國二路77號,10000000.0,,新北市,新莊區,新北市新莊區,其他金屬手工具製造,,
82112,89171532,閨蜜們有限公司,謝O翔,臺北市大安區大安路1段65號3樓之2,1000000,"五金批發業, 五金零售業, 化粧品零售業, 國際貿易業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品批發業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業, 食品什貨批發業",臺北市,大安區,臺北市大安區,"五金批發業, 五金零售業, 化粧品零售業, 國際貿易業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品批發業, 日常用品零售業, 無店面零售業, 食品什貨、飲料零售業, 食品什貨批發業",,
1352759,30223350,青霞小吃店,,桃園市桃園區福安里大林路七八號一樓,,"食品什貨、飲料零售業, 飲料店業, 餐廳餐館, 餐館業",桃園市,桃園區,桃園市桃園區,"食品什貨、飲料零售業, 飲料店業, 餐廳餐館, 餐館業",,
1160762,83089347,簡單點資訊有限公司,陳O敏,高雄市三民區建興路83之1號6樓,500000,"第三方支付服務業, 資料處理服務, 資訊軟體服務, 電子資訊供應服務業",高雄市,三民區,高雄市三民區,"第三方支付服務業, 資料處理服務, 資訊軟體服務, 電子資訊供應服務業",,
1416376,54304727,信資科技有限公司,劉O政,臺北市內湖區東湖路113巷49弄43號,250000,"其他綜合零售, 國際貿易業",臺北市,內湖區,臺北市內湖區,"其他綜合零售, 國際貿易業",,
1116656,91041661,升源車業有限公司,李O陞,新北市淡水區中正東路43號,1000000,"汽車批發業,機車批發業,機車零件配備批發業,自行車及其零件批發業,車胎批發業,汽車零售業,機車零售業,機車零件配備零售業,自行車及其零件零售業,車胎零售業,國際貿易業,環境檢測服務業,其他環境衛生及污染防治服務業,機車修理業,租賃業",新北市,淡水區,新北市淡水區,"汽車批發業,機車批發業,機車零件配備批發業,自行車及其零件批發業,車胎批發業,汽車零售業,機車零售業,機車零件配備零售業,自行車及其零件零售業,車胎零售業,國際貿易業,環境檢測服務業,其他環境衛生及污染防治服務業,機車修理業,租賃業",,
1475962,93618866,富豪物業管理顧問有限公司,,屏東縣新埤鄉新中路78之1號,3000000,"一般廣告服務業, 室內裝潢, 廚具、衛浴設備安裝工程業",屏東縣,新埤鄉,屏東縣新埤鄉,"一般廣告服務業, 室內裝潢, 廚具、衛浴設備安裝工程業",,
1393244,53191915,超鼎股份有限公司,洪O芳,新北市新莊區瓊泰路3號,3000000,國際貿易業,新北市,新莊區,新北市新莊區,國際貿易業,,
411121,09808743,麻吉樂器行,朱弘森,桃園市中壢區石頭里九鄰復興路133號2樓,100000.0,['文教'],桃園市,中壢區,桃園市中壢區,['文教'],,
1191172,90193979,佑順興有限公司,施宗佑,新北市板橋區民權路260巷1弄7號4樓,1000,"倉儲業, 理貨包裝業",新北市,板橋區,新北市板橋區,"倉儲業, 理貨包裝業",,
874788,15650895,雨真商行,郭素真,台北市士林區士商路64號,200000.0,食品什貨,台北市,士林區,台北市士林區,食品什貨,,
1197122,91697512,竇竇企業社,竇慈媛,新北市三重區三陽路32號3樓,,"化粧品零售業, 國際貿易業, 日常用品批發業, 日常用品零售業, 無店面零售業, 資訊軟體服務, 食品什貨、飲料零售業, 食品什貨批發業",新北市,三重區,新北市三重區,"化粧品零售業, 國際貿易業, 日常用品批發業, 日常用品零售業, 無店面零售業, 資訊軟體服務, 食品什貨、飲料零售業, 食品什貨批發業",,
1058750,90202626,英屬維京群島商速光國際有限公司,廖O平,新竹縣竹北市高鐵二路32號5樓之５,5000000,"國際貿易業,資訊軟體服務業,產品設計業",新竹縣,竹北市,新竹縣竹北市,"國際貿易業,資訊軟體服務業,產品設計業",,
877574,36605799,多萊明精品小舖,雷宗寰,臺南市東區東光里東平路59號1樓,490000.0,"服飾品零售業,化粧品零售業,育樂用品零售業,清潔用品零售業,飲料零售業,國際貿易業,化粧品批發業,瘦身美容業",臺南市,東區,台南市東區,"服飾品零售業,化粧品零售業,育樂用品零售業,清潔用品零售業,飲料零售業,國際貿易業,化粧品批發業,瘦身美容業",,
995731,47518245,乘馳精品企業社,盧家瑜,臺中市沙鹿區興安里永寧路１８４巷１７號１樓,,"國際貿易業, 汽、機車零件配備零售業",臺中市,沙鹿區,臺中市沙鹿區,"國際貿易業, 汽、機車零件配備零售業",,
175275,91058439,昌郁科技工程股份有限公司,劉O文,新竹縣竹北市竹義里中華路405巷11弄37號5樓,10000000,"配管工程業,電器承裝業,電器安裝業,消防安全設備安裝工程業,消防安全設備檢修業,室內裝潢業,燃料導管安裝工程業,電纜安裝工程業,電梯安裝工程業,自動控制設備工程業,電腦設備安裝業,衛浴設備安裝工程業,冷作工程業,機械安裝業,防銹工程業,保冷安裝工程業,儀表安裝工程業,五金批發業,水器材料批發業,建材批發業,機械批發業,電器批發業,精密儀器批發業,電腦及事務性機器設備批發業,消防安全設備批發業,電子材料批發業,耐火材料批發業,能源技術服務業,非破壞檢測業,人力派遣業,不動產租賃業,其他工程業,國際貿易業",新竹縣,竹北市,新竹縣竹北市,"配管工程業,電器承裝業,電器安裝業,消防安全設備安裝工程業,消防安全設備檢修業,室內裝潢業,燃料導管安裝工程業,電纜安裝工程業,電梯安裝工程業,自動控制設備工程業,電腦設備安裝業,衛浴設備安裝工程業,冷作工程業,機械安裝業,防銹工程業,保冷安裝工程業,儀表安裝工程業,五金批發業,水器材料批發業,建材批發業,機械批發業,電器批發業,精密儀器批發業,電腦及事務性機器設備批發業,消防安全設備批發業,電子材料批發業,耐火材料批發業,能源技術服務業,非破壞檢測業,人力派遣業,不動產租賃業,其他工程業,國際貿易業",,
1358752,31776843,錢進坊,,金門縣金寧鄉盤山村大學路53巷6弄10號2樓,,菸酒零售業,金門縣,金寧鄉,金門縣金寧鄉,菸酒零售業,,
1265709,01983346,東準企業社,,新北市三重區大仁街１０８號１樓,,汽、機車零件配備零售業,新北市,三重區,新北市三重區,汽、機車零件配備零售業,,
568756,82968470,慧聚吉誠股份有限公司,吳崴霆,新北市新店區玫瑰路66巷7號3樓,1000000,"裝設品批發業,飲料零售業,飲料店業,餐館業,國際貿易業,其他綜合零售業,服飾品批發業,管理顧問業,其他顧問服務業",新北市,新店區,新北市新店區,"裝設品批發業,飲料零售業,飲料店業,餐館業,國際貿易業,其他綜合零售業,服飾品批發業,管理顧問業,其他顧問服務業",,
20584,87403563,鋒大行,黃進鋒,桃園市平鎮區北興里正義路59巷7弄9號1樓,5000.0,畜產品零售業,桃園市,平鎮,桃園市平鎮,畜產品零售業,,
581855,51808879,福田度量衡工廠有限公司,簡博文,台中市東區復興路四段25號1樓,1000000.0,,台中市,東區,台中市東區,"計量及計數器製造,其他家用器具及用品零售",,
482019,90167178,群璟食品有限公司,陳O照,新北市土城區龍泉路68之1號,20000000,"脫水及醃漬食品製造業,調味品製造業,即食餐食製造業,未分類其他食品製造業,家畜家禽批發業,水產品批發業,水產品批發業,食用油脂批發業,飲料批發業,食品什貨批發業,國際貿易業,食品顧問業,管理顧問業,其他顧問服務業",新北市,土城區,新北市土城區,"脫水及醃漬食品製造業,調味品製造業,即食餐食製造業,未分類其他食品製造業,家畜家禽批發業,水產品批發業,水產品批發業,食用油脂批發業,飲料批發業,食品什貨批發業,國際貿易業,食品顧問業,管理顧問業,其他顧問服務業",,
428751,48408040,員鼎有限公司,蕭炳榮,台南市鹽水區水秀里朝琴路133號,3000000.0,,台南市,鹽水區,台南市鹽水區,機車零件製造,,
750299,90940356,宗富工程行,蔡宗富,臺中市梧棲區大村里中央路一段６６３巷４２弄１８號１樓,,"五金批發業, 建材零售業, 門窗安裝工程業",臺中市,梧棲區,臺中市梧棲區,"五金批發業, 建材零售業, 門窗安裝工程業",,
1367282,34629085,林金德自營計程車行,,新北市中和區景平路３８號,,計程車客運業,新北市,中和區,新北市中和區,計程車客運業,,
729899,38870891,祐珽企業社,石佩珊,台中市豐原區北陽里北陽路450巷58弄53號1樓,100000.0,機械設備製造業,台中市,豐原區,台中市豐原區,機械設備製造業,,
1353720,30353819,勵勝企業社,,新北市鶯歌區鶯桃路296巷115弄1號(1樓),,打字業,新北市,鶯歌區,新北市鶯歌區,打字業,"https://0229941649.web66.com.tw
",02-29941649
396391,02690706,桂竹園商行,張秀竹,新竹縣湖口鄉湖鏡村八德路一段７２６號一樓,200000.0,['便利商店業'],新竹縣,湖口鄉,新竹縣湖口鄉,['便利商店業'],,
615284,36911592,福得工程行,莊鶯玉,高雄市仁武區八德一路427巷16號1樓,200000.0,"配管工程業,電焊工程業,冷作工程業,鑽孔工程業",高雄市,仁武區,高雄市仁武區,"配管工程業,電焊工程業,冷作工程業,鑽孔工程業",,
50283,88579456,合源企業社,李美蓉,南投縣名間鄉三崙村名松路二段702號1樓,1000000.0,"肥料批發業,肥料零售業",南投縣,名間鄉,南投縣名間鄉,"肥料批發業,肥料零售業",,
871726,70716274,窩心手作廚坊,黎惠晴,高雄市大社區文化路６巷８號１樓,10000.0,餐館業,高雄市,大社區,高雄市大社區,餐館業,,
708940,23485147,家康實業股份有限公司,施淑珍,彰化縣彰化市延和里埔西街32巷190-1號,1000000.0,[],彰化縣,彰化市,彰化縣彰化市,[],,
1059956,93558369,允盺有限公司,戴培珊,臺北市信義區忠孝東路4段563號11樓,1000000,"倉儲業, 國際貿易業, 園藝服務業, 攝影業, 無店面零售業",臺北市,信義區,臺北市信義區,"倉儲業, 國際貿易業, 園藝服務業, 攝影業, 無店面零售業",,
748452,34962461,翔崴工程行,蔡宗翰,嘉義縣義竹鄉埤前村埤子頭85-11號1樓,100000.0,"其他工程業,其他運輸輔助業,人力派遣業,建築物清潔服務業,廢棄物清除業,廢棄物處理業,資源回收業,廢棄物清理業,租賃業",嘉義縣,義竹鄉,嘉義縣義竹鄉,"其他工程業,其他運輸輔助業,人力派遣業,建築物清潔服務業,廢棄物清除業,廢棄物處理業,資源回收業,廢棄物清理業,租賃業",,
1012528,71184606,凡可工程行,林文淵,高雄市鳳山區海洋一路６０巷１２之１號,,室內輕鋼架工程業,高雄市,鳳山區,高雄市鳳山區,室內輕鋼架工程業,,
897433,30286734,藍海飲料店,張凱評,新北市新莊區新莊路395號(1樓),100000.0,"飲料店業,菸酒零售業",新北市,新莊區,新北市新莊區,"飲料店業,菸酒零售業",,
482634,66482725,大慶自粘商標印刷社,陳源炎,嘉義市西區福民里廣州街132號1樓,50000.0,"商標文具印刷品買賣。,串舖子商行,㵆榮股份有限公司,金金金百貨,晨湘室內裝潢有限公司,立晟資產管理股份有限公司,聚彩不動產股份有限公司,三鼎國際永續管理顧問股份有限公司,恆樂毅有限公司,鴻順水電工程行,諧誠企業社,福橘車行,微星能源有限公司,于翔水電工程行,廣峰富投資有限公司,在海的旁邊麵包店,糧旭農產行,昭偉咖哩飯,放大娛樂有限公司,莫凡酒窖有限公司,兆基有限公司",嘉義市,西區,嘉義市西區,"商標文具印刷品買賣。,串舖子商行,㵆榮股份有限公司,金金金百貨,晨湘室內裝潢有限公司,立晟資產管理股份有限公司,聚彩不動產股份有限公司,三鼎國際永續管理顧問股份有限公司,恆樂毅有限公司,鴻順水電工程行,諧誠企業社,福橘車行,微星能源有限公司,于翔水電工程行,廣峰富投資有限公司,在海的旁邊麵包店,糧旭農產行,昭偉咖哩飯,放大娛樂有限公司,莫凡酒窖有限公司,兆基有限公司",,
1446715,80314030,丰賀股份有限公司,黃O師,新北市新莊區中正路46巷22號,5000000,"五金零售業, 國際貿易業, 機械批發業",新北市,新莊區,新北市新莊區,"五金零售業, 國際貿易業, 機械批發業","https://foher.web66.com.tw
",02-29906392
20594,87447859,長弘肉品商行,鄭弘彬,新竹縣竹北市新社里國光街2巷2號1樓,200000.0,"畜產品零售業,農產品零售業,水產品零售業",新竹縣,竹北市,新竹縣竹北市,"畜產品零售業,農產品零售業,水產品零售業",,
1077807,88749776,順彰汽車電機行,劉永彰,高雄市燕巢區安招里中民路831號1樓,6000.0,,高雄市,燕巢區,高雄市燕巢區,汽車零件、汽車百貨零售,,
